theta_deg,tau_liq_max,tau_liq_mean,Ediss_liq_max,Ediss_liq_mean
2.0,0.09769924026659374,0.0004906145889659567,13.872338483935506,0.020475000772911967
3.0,0.09201999807347858,0.0007363581786058713,14.074609340391744,0.0456240194806921
4.0,0.107316162487625,0.0009916050185479637,13.939437033250925,0.08271916821453679
5.0,0.1374834008103758,0.0014757362389049614,20.01760156955791,0.13249232186037674
6.0,0.17046009699559353,0.0017935071230000934,29.877434743900704,0.19770821999555582
7.0,0.20560449116540225,0.0021409382313939363,44.18419823614559,0.2859026774858948
